subject,predicate,object
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Tremor
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Prostatic_Neoplasms
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Diabetes_Mellitus__Type_2
Nuts_pecans_halves_raw,recommendedFor,Glioma
Tomato_paste_canned_without_salt_added,contraindicatedFor,Diabetic_Ketoacidosis
Pawpaw_peeled_seeded_raw,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Hummus_commercial,recommendedFor,Cerebrovascular_Disorders
Beans_Dry_Tan_0_moisture,recommendedFor,Fasciculation
Oats_whole_grain_rolled_old_fashioned,highIn,Iron
Buckwheat_whole_grain,22-rdf-syntax-ns#type,Food
Beans_Dry_Red_0_moisture,recommendedFor,Rhabdomyolysis
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Renal_Insufficiency
Grape_juice_purple_with_added_vitamin_C_from_concentrate_shelf_stable,contraindicatedFor,Epilepsy
Flour_corn_yellow_fine_meal_enriched,recommendedFor,Cholestasis
Lentils_dry,contraindicatedFor,Hemochromatosis
Beans_Dry_Black_0_moisture,recommendedFor,Proteinuria
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Pain
Mango_Tommy_Atkins_peeled_raw,contraindicatedFor,Liver_Diseases
Pork_cured_bacon_cooked_restaurant,contraindicatedFor,Hypertension__Portal
Peanut_butter_creamy,contraindicatedFor,Kidney_Diseases__Cystic
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Hepatomegaly
Tomatoes_crushed_canned,recommendedFor,Tachycardia
Beans_Dry_Small_Red_0_moisture,recommendedFor,Edema
Cheese_queso_fresco_solid,contraindicatedFor,Fatty_Liver
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Polycystic_Ovary_Syndrome
Flour_almond,contraindicatedFor,Colitis
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Fasciculation
Vitamin_D,treats,Myalgia
Flour_soy_defatted,recommendedFor,Disease_Models__Animal
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Ventricular_Fibrillation
Cheese_oaxaca_solid,contraindicatedFor,Anemia__Hypochromic
Soy_milk_unsweetened_plain_shelf_stable,predictedFor,Alzheimer_Disease
Nuts_almonds_whole_raw,recommendedFor,Dysgeusia
Cheese_feta_whole_milk_crumbled,recommendedFor,Nerve_Compression_Syndromes
Cheese_provolone_sliced,contraindicatedFor,Heart_Failure
Onion_rings_breaded_par_fried_frozen_prepared_heated_in_oven,contraindicatedFor,Nephrolithiasis
Pineapple_raw,contraindicatedFor,Diabetes_Mellitus__Type_1
Nuts_pecans_halves_raw,recommendedFor,Craniofacial_Abnormalities
Khorasan_grain_dry_raw,recommendedFor,Hyperplasia
Cheese_provolone_sliced,recommendedFor,Cholestasis__Extrahepatic
Flour_barley,recommendedFor,Hyperglycemia
Ham_sliced_restaurant,contraindicatedFor,Hypertension__Portal
Tomatoes_crushed_canned,recommendedFor,Anemia__Iron_Deficiency
Chia_seeds_dry_raw,contraindicatedFor,Liver_Diseases
Oil_olive_extra_light,contraindicatedFor,Hyperlipidemias
Mushroom_beech,recommendedFor,Nerve_Degeneration
Peanut_butter_creamy,contraindicatedFor,Coronary_Disease
Yogurt_plain_whole_milk,recommendedFor,Pulpitis
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Fever
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Egg_whole_dried,recommendedFor,Pulpitis
Chicken_wing_meat_and_skin_raw,contraindicatedFor,Myocardial_Infarction
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Lung_Injury
Soy_milk_unsweetened_plain_shelf_stable,predictedFor,Lung_Injury
Beans_Dry_Small_Red_0_moisture,recommendedFor,Sinus_Arrest__Cardiac
Cream_sour_full_fat,recommendedFor,Osteoporosis
Beeftenderloin_steak_raw,recommendedFor,Glioma
Hyperkinesis,22-rdf-syntax-ns#type,Disease
Milk_whole_325_milkfat_with_added_vitamin_D,contraindicatedFor,Nephrolithiasis
Cheese_oaxaca_solid,recommendedFor,Neurologic_Manifestations
Flour_soy_fullfat,recommendedFor,Diabetes_Mellitus__Type_2
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Cerebrovascular_Disorders
Corn_flour_masa_harina_white_or_yellow_dry_raw,predictedFor,Ventricular_Dysfunction__Left
Chickpeas_garbanzo_beans_bengal_gram_dry,highIn,Protein
Egg_yolk_dried,contraindicatedFor,Arteriosclerosis
Egg_whole_dried,recommendedFor,Muscular_Diseases
Beans_cannellini_dry,recommendedFor,Acrodermatitis
Collards_raw,recommendedFor,Atrial_Fibrillation
Egg_yolk_dried,recommendedFor,Hepatomegaly
Chicken_wing_meat_and_skin_raw,contraindicatedFor,Kidney_Failure__Chronic
Egg_yolk_dried,recommendedFor,Polyradiculopathy
Yogurt_Greek_plain_whole_milk,contraindicatedFor,Cardiovascular_Diseases
Egg_white_dried,highIn,Protein
Frankfurter_beef_unheated,recommendedFor,Water_Electrolyte_Imbalance
Grape_juice_purple_with_added_vitamin_C_from_concentrate_shelf_stable,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Oil_peanut,contraindicatedFor,Myocardial_Infarction
Cheese_cottage_lowfat_2_milkfat,recommendedFor,Bone_Diseases
Nuts_pine_nuts_raw,22-rdf-syntax-ns#type,Food
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Polycystic_Ovary_Syndrome
Nuts_almonds_whole_raw,contraindicatedFor,Immune_System_Diseases
Farro_pearled_dry_raw,recommendedFor,Hemorrhage
Butter_stick_salted,predictedFor,Drug_Overdose
Scallops_bay_Patagonian_frozen_wild_caught,contraindicatedFor,Cardiovascular_Diseases
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Intestinal_Diseases
Beef_ribeye_steak_boneless_choice_raw,contraindicatedFor,Renal_Insufficiency
Flour_rye,recommendedFor,Lung_Injury
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Urinary_Bladder_Diseases
Ham_sliced_restaurant,contraindicatedFor,Hepatic_Encephalopathy
Nuts_walnuts_English_halves_raw,recommendedFor,Cholestasis__Extrahepatic
Beeftenderloin_steak_raw,recommendedFor,Craniofacial_Abnormalities
Cauliflower_raw,highIn,Vitamin_C
Flour_coconut,recommendedFor,Edema
Snow_crab_legs_only_frozen__,recommendedFor,Prenatal_Injuries
Sweet_potatoes_orange_flesh_without_skin_raw,recommendedFor,Hypomagnesemia_primary
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Testicular_Diseases
Arugula_baby_raw,recommendedFor,Movement_Disorders
Almond_butter_creamy,recommendedFor,Tachycardia
Yogurt_Greek_strawberry_nonfat,contraindicatedFor,Epilepsy
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Teratozoospermia
Ketchup_restaurant,contraindicatedFor,Osteoporosis__Postmenopausal
Flour_whole_wheat_unenriched,recommendedFor,Hyperlipidemias
Seeds_sunflower_seed_kernel_raw,recommendedFor,Glioma
Egg_white_dried,contraindicatedFor,Stroke
Egg_yolk_dried,highInPredicted,Magnesium
Egg_white_dried,recommendedFor,Urinary_Bladder_Diseases
Cheese_pasteurized_process_cheese_food_or_product_American_singles,recommendedFor,Wounds_and_Injuries
Flour_rice_brown,recommendedFor,Lung_Injury
Peanut_butter_creamy,recommendedFor,Hyperemia
Seeds_pumpkin_seeds_pepitas_raw,recommendedFor,Carcinoma__Squamous_Cell
Beeftenderloin_steak_raw,recommendedFor,Protein_Deficiency
Seeds_sunflower_seed_kernel_raw,recommendedFor,Torsades_de_Pointes
Nuts_pistachio_nuts_raw,recommendedFor,Coronary_Vasospasm
Sauce_pasta_spaghettimarinara_readytoserve,contraindicatedFor,Osteoporosis__Postmenopausal
Farro_pearled_dry_raw,recommendedFor,Acrodermatitis
Nuts_almonds_dry_roasted_with_salt_added,contraindicatedFor,Crohn_Disease
Flour_soy_fullfat,recommendedFor,Fever
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,contraindicatedFor,Kidney_Diseases
Peanut_butter_creamy,recommendedFor,Nerve_Degeneration
Bread_white_commercially_prepared,contraindicatedFor,Ischemic_Stroke
Peanuts_raw,recommendedFor,Polycystic_Ovary_Syndrome
Wild_rice_dry_raw,recommendedFor,Craniofacial_Abnormalities
Snow_crab_legs_only_frozen__,recommendedFor,Cerebrovascular_Disorders
Nuts_cashew_nuts_raw,highIn,Iron
Blackeye_pea_dry,recommendedFor,Esophageal_Neoplasms
Flour_wheat_allpurpose_enriched_bleached,contraindicatedFor,Non_alcoholic_Fatty_Liver_Disease
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Neurologic_Manifestations
Almond_butter_creamy,recommendedFor,Anemia__Iron_Deficiency
Potatoes_red_without_skin_raw,contraindicatedFor,Hyperkalemia
Beef_flank_steak_boneless_choice_raw,recommendedFor,Carcinoma__Ehrlich_Tumor
Wild_rice_dry_raw,recommendedFor,Protein_Deficiency
Cheese_queso_fresco_solid,recommendedFor,Hyperglycemia
Tuna_ahi_or_yellowfin_frozen_wild_caught,contraindicatedFor,Renal_Insufficiency__Chronic
Sodium,worsensWith,Cardiovascular_Diseases
Snow_crab_legs_only_frozen__,contraindicatedFor,Constipation
Apples_honeycrisp_with_skin_raw,contraindicatedFor,Diabetes_Mellitus__Type_2
Eggs_Grade_A_Large_egg_whole,recommendedFor,Inflammation
Oats_whole_grain_steel_cut,highInPredicted,Protein
Yogurt_Greek_strawberry_nonfat,recommendedFor,Bone_Diseases
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Insulin_Resistance
Chickpeas_garbanzo_beans_bengal_gram_dry,contraindicatedFor,Renal_Insufficiency__Chronic
Arugula_baby_raw,recommendedFor,Diabetic_Ketoacidosis
Squash_pie_pumpkin_peeled_seeded_raw,contraindicatedFor,Hyperkalemia
Flour_whole_wheat_unenriched,contraindicatedFor,Colonic_Neoplasms
Restaurant_Chinese_fried_rice_without_meat,contraindicatedFor,Cardiovascular_Diseases
Beans_black_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Arteriosclerosis
Yogurt_Greek_plain_whole_milk,recommendedFor,Hypotension
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Cholestasis
Figs_dried_uncooked,contraindicatedFor,Malabsorption_Syndromes
Snow_crab_legs_only_frozen__,recommendedFor,Teratozoospermia
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Carcinoma__Ehrlich_Tumor
Beans_Dry_Red_0_moisture,contraindicatedFor,Immune_System_Diseases
Nuts_hazelnuts_or_filberts_raw,predictedFor,Carcinoma__Squamous_Cell
Flour_spelt_whole_grain,recommendedFor,Diabetes_Mellitus__Type_2
Flour_soy_fullfat,recommendedFor,Polycystic_Ovary_Syndrome
Einkorn_grain_dry_raw,contraindicatedFor,Kidney_Diseases
Cheese_cotija_solid,contraindicatedFor,Liver_Diseases
Chicken_drumstick_meat_and_skin_raw,contraindicatedFor,Gout
Milk_reduced_fat_fluid_2_milkfat_with_added_vitamin_A_and_vitamin_D,recommendedFor,Cardiomyopathies
Flour_potato,recommendedFor,Heart_Failure
Cheese_provolone_sliced,recommendedFor,Hepatomegaly
Cheese_provolone_sliced,recommendedFor,Polyradiculopathy
Potatoes_red_without_skin_raw,contraindicatedFor,Acute_Kidney_Injury
Wild_rice_dry_raw,recommendedFor,Tachycardia__Supraventricular
Buttermilk_low_fat,recommendedFor,Osteoporosis
Nuts_almonds_whole_raw,recommendedFor,Tachycardia__Ectopic_Atrial
Beans_cannellini_dry,recommendedFor,Osteoporosis
Nuts_cashew_nuts_raw,highIn,Carbohydrate
Tomatoes_crushed_canned,contraindicatedFor,Hemosiderosis
Restaurant_Chinese_sweet_and_sour_pork,recommendedFor,Autistic_Disorder
Cheese_oaxaca_solid,contraindicatedFor,Edema
Cheese_parmesan_grated_refrigerated,contraindicatedFor,Ischemic_Stroke
Cheese_cheddar,contraindicatedFor,Acute_Coronary_Syndrome
Beans_Dry_Pink_0_moisture,recommendedFor,Inflammation
Beans_pinto_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Hypertension__Pulmonary
Flour_rye,contraindicatedFor,Renal_Insufficiency__Chronic
Mushroom_maitake,recommendedFor,Polyradiculopathy
Radicchio_raw,22-rdf-syntax-ns#type,Food
Figs_dried_uncooked,recommendedFor,Hypokalemia
Lobster_tail_only_frozen_wild_caught,contraindicatedFor,Coronary_Disease
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Rhabdomyolysis
Ham_sliced_prepackaged_deli_meat_96fat_free_water_added,recommendedFor,Water_Electrolyte_Imbalance
Fish_tilapia_farm_raised_raw,contraindicatedFor,Gout
Figs_dried_uncooked,highIn,Potassium
Flour_rice_brown,contraindicatedFor,Renal_Insufficiency__Chronic
Mustard_prepared_yellow,contraindicatedFor,Heart_Diseases
Nuts_pistachio_nuts_raw,contraindicatedFor,Gout
Cheese_monterey_jack_solid,22-rdf-syntax-ns#type,Food
Flour_amaranth,recommendedFor,Cholestasis__Extrahepatic
Bison_ground_raw,recommendedFor,Prostatic_Neoplasms
Nuts_almonds_whole_raw,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Flour_spelt_whole_grain,recommendedFor,Fever
Flour_buckwheat,recommendedFor,Muscle_Cramp
Beans_Dry_Tan_0_moisture,highInPredicted,Fiber
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Teratozoospermia
Peanuts_raw,recommendedFor,Carcinoma__Squamous_Cell
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Carcinoma__Ehrlich_Tumor
Peanut_butter_creamy,contraindicatedFor,Diarrhea
Cheese_oaxaca_solid,contraindicatedFor,Kidney_Calculi
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Long_QT_Syndrome
Einkorn_grain_dry_raw,recommendedFor,Anemia__Iron_Deficiency
Oat_milk_unsweetened_plain_refrigerated,contraindicatedFor,Hyperparathyroidism__Secondary
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Acute_Kidney_Injury
Beans_Dry_Light_Tan_0_moisture,contraindicatedFor,Hemochromatosis
Nuts_almonds_whole_raw,contraindicatedFor,Myocardial_Infarction
Collards_raw,recommendedFor,Infant_Death
Beans_Dry_Cranberry_0_moisture,recommendedFor,Cholestasis
Cheese_dry_white_queso_seco,contraindicatedFor,Renal_Insufficiency__Chronic
Restaurant_Latino_tamale_pork,recommendedFor,Peptic_Ulcer
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Vasospasm__Intracranial
Blackeye_pea_dry,recommendedFor,Inflammation
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,contraindicatedFor,Myocardial_Infarction
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Cardiomyopathies
Nuts_walnuts_English_halves_raw,recommendedFor,Hepatomegaly
Fish_cod_Atlantic_wild_caught_raw,recommendedFor,Acute_Kidney_Injury
Cheese_mozzarella_low_moisture_partskim,contraindicatedFor,Copper_Metabolism_Disorders
Nuts_walnuts_English_halves_raw,recommendedFor,Polyradiculopathy
Rice_red_unenriched_dry_raw,contraindicatedFor,Renal_Insufficiency
Oats_whole_grain_steel_cut,recommendedFor,Glioma
Cream_cheese_full_fat_block,22-rdf-syntax-ns#type,Food
Sausage_breakfast_sausage_beef_precooked_unprepared,contraindicatedFor,Hyperlipidemias
Ketchup_restaurant,contraindicatedFor,Heart_Failure
Avocado_Hass_peeled_raw,recommendedFor,Hypertension
Flour_soy_defatted,contraindicatedFor,Liver_Diseases
Eggs_Grade_A_Large_egg_whole,highIn,Vitamin_D
Tomato_sauce_canned_with_salt_added,contraindicatedFor,Proteinuria
Beans_Dry_Tan_0_moisture,recommendedFor,Edema
Oats_whole_grain_steel_cut,recommendedFor,Torsades_de_Pointes
Bulgur_dry_raw,contraindicatedFor,Hemosiderosis
Nuts_almonds_whole_raw,contraindicatedFor,Kidney_Failure__Chronic
Cheese_cotija_solid,predictedFor,Basal_Cell_Nevus_Syndrome
Sauce_pasta_spaghettimarinara_readytoserve,contraindicatedFor,Heart_Failure
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,contraindicatedFor,Kidney_Failure__Chronic
Cheese_ricotta_whole_milk,recommendedFor,Cardiomyopathies
Nuts_brazilnuts_raw,recommendedFor,COVID_19
Plantains_overripe_raw,contraindicatedFor,Insulin_Resistance
Mahi_mahi_frozen_wild_caught,recommendedFor,Rhabdomyolysis
Snow_crab_legs_only_frozen__,contraindicatedFor,Heart_Diseases
Almond_butter_creamy,contraindicatedFor,Hemosiderosis
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Edema
Beans_Dry_Cranberry_0_moisture,recommendedFor,Rhabdomyolysis
Pork_cured_bacon_cooked_restaurant,contraindicatedFor,Nephrotic_Syndrome
Flaxseed_ground,recommendedFor,Parasomnias
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Craniofacial_Abnormalities
Egg_yolk_dried,highIn,Protein
Bread_white_commercially_prepared,recommendedFor,Neurologic_Manifestations
Cheese_feta_whole_milk_crumbled,predictedFor,Muscle_Weakness
Sauce_salsa_readytoserve,contraindicatedFor,Myocardial_Infarction
Cheese_swiss,recommendedFor,Weight_Loss
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Protein_Deficiency
Oil_olive_extra_virgin,contraindicatedFor,Ischemic_Stroke
Beans_Dry_Tan_0_moisture,recommendedFor,Sinus_Arrest__Cardiac
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Hypotension
Beef_round_top_round_boneless_choice_raw,recommendedFor,Testicular_Diseases
Beans_Dry_Red_0_moisture,contraindicatedFor,Myocardial_Infarction
Beans_Dry_Small_Red_0_moisture,recommendedFor,Brain_Injuries
Beans_Dry_Small_Red_0_moisture,recommendedFor,Bradycardia
Beans_Dry_Pinto_0_moisture,recommendedFor,Cholestasis
Milk_nonfat_fluid_with_added_vitamin_A_and_vitamin_D_fat_free_or_skim,contraindicatedFor,Nephrolithiasis
Corn_flour_masa_harina_white_or_yellow_dry_raw,predictedFor,Muscle_Weakness
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Hyperlipidemias
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Glioma
Ham_sliced_restaurant,contraindicatedFor,Nephrotic_Syndrome
Cheese_parmesan_grated_refrigerated,contraindicatedFor,Anemia__Hypochromic
Yogurt_plain_nonfat,recommendedFor,Peptic_Ulcer
Sauce_salsa_readytoserve,contraindicatedFor,Kidney_Failure__Chronic
Khorasan_grain_dry_raw,recommendedFor,Testicular_Diseases
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Torsades_de_Pointes
Juice_tart_cherry_from_concentrate_shelfstable,contraindicatedFor,Hyperglycemia
Peanut_butter_creamy,contraindicatedFor,Proteinuria
Cheese_pasteurized_process_American_vitamin_D_fortified,predictedFor,Peripheral_Nervous_System_Diseases
Weight_Loss,22-rdf-syntax-ns#type,Disease
Beans_Dry_Red_0_moisture,contraindicatedFor,Kidney_Failure__Chronic
Chia_seeds_dry_raw,contraindicatedFor,Constipation
Flour_whole_wheat_unenriched,recommendedFor,Disease_Susceptibility
Salt_table_iodized,contraindicatedFor,Edema
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Tachycardia__Supraventricular
Fish_pollock_raw,contraindicatedFor,Coronary_Disease
Beans_Dry_Black_0_moisture,recommendedFor,Splenic_Diseases
Snapper_frozen_wild_caught,contraindicatedFor,Nephrotic_Syndrome
Beans_Dry_Pinto_0_moisture,recommendedFor,Rhabdomyolysis
Egg_yolk_dried,22-rdf-syntax-ns#type,Food
Kiwifruit_kiwi_green_peeled_raw,22-rdf-syntax-ns#type,Food
Cheese_parmesan_grated_refrigerated,recommendedFor,Neurologic_Manifestations
Mushroom_enoki,recommendedFor,Muscular_Diseases
Oil_coconut,contraindicatedFor,Atherosclerosis
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Carcinoma__Ehrlich_Tumor
Figs_dried_uncooked,contraindicatedFor,Diabetic_Ketoacidosis
Peanut_butter_creamy,predictedFor,Bradycardia
Flour_semolina_fine,recommendedFor,Hyperkinesis
Soy_milk_unsweetened_plain_shelf_stable,predictedFor,Myalgia
Egg_yolk_dried,contraindicatedFor,Renal_Insufficiency__Chronic
Pork_cured_bacon_cooked_restaurant,recommendedFor,COVID_19
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Necrosis
Seeds_sunflower_seed_kernel_raw,recommendedFor,Hyperalgesia
Nuts_pecans_halves_raw,recommendedFor,Ventricular_Fibrillation
Millet_whole_grain,recommendedFor,Hemorrhage
Apples_gala_with_skin_raw,contraindicatedFor,Cardiovascular_Diseases
Salt_table_iodized,contraindicatedFor,Kidney_Calculi
Cheese_ricotta_whole_milk,contraindicatedFor,Cardiovascular_Diseases
Buckwheat_whole_grain,recommendedFor,Hemorrhage
Parsnips_raw,highIn,Folate
Cheese_cotija_solid,highIn,Calcium
Disease_Models__Animal,22-rdf-syntax-ns#type,Disease
Flour_whole_wheat_unenriched,recommendedFor,Atrial_Fibrillation
Ketchup_restaurant,contraindicatedFor,Arteriosclerosis
Khorasan_grain_dry_raw,contraindicatedFor,Anemia__Hypochromic
Nuts_pine_nuts_raw,contraindicatedFor,Hemochromatosis
Swordfish_frozen_wild_caught,contraindicatedFor,Nephrotic_Syndrome
Flour_whole_wheat_unenriched,recommendedFor,Developmental_Disabilities
Flour_coconut,recommendedFor,Brain_Injuries
Sausage_pork_chorizo_link_or_ground_cooked_panfried,highInPredicted,Zinc
Yogurt_plain_nonfat,predictedFor,Colonic_Neoplasms
Beef_top_sirloin_steak_raw,recommendedFor,Cholestasis__Extrahepatic
Plantains_underripe_raw,recommendedFor,Hypokalemia
Cheese_provolone_sliced,contraindicatedFor,Stroke
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Stomach_Ulcer
Pawpaw_peeled_seeded_raw,highIn,Sugar
Beans_Dry_Small_Red_0_moisture,recommendedFor,Water_Electrolyte_Imbalance
Plantains_underripe_raw,highIn,Potassium
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Melanoma
Egg_whole_raw_frozen_pasteurized,predictedFor,Pulpitis
